INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
200365035,2019-07-28,21:49:00,BRONX,45,0,,True,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1027072.8125,246270.140625,40.84253424000008,-73.84523202799994,POINT (-73.84523202799994 40.842534240000084)
203041432,2019-09-27,20:03:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,True,,,,25-44,M,BLACK,1047439.4375,156662.75,40.59646224100004,-73.77246483599998,POINT (-73.77246483599998 40.59646224100004)
196095816,2019-04-16,17:40:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,1001955.1875,216397.015625,40.760626784000074,-73.93609040299998,POINT (-73.93609040299998 40.76062678400007)
201573943,2019-08-23,19:18:00,BROOKLYN,63,2,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1006047.875,171107.84375,40.63630947300004,-73.92146345599998,POINT (-73.92146345599997 40.63630947300004)
204464564,2019-11-04,13:40:00,BRONX,40,0,,False,45-64,M,BLACK,25-44,M,BLACK HISPANIC,1008119.9375,238321.75,40.82078976700007,-73.91375938199997,POINT (-73.91375938199997 40.820789767000065)
199134402,2019-06-28,12:34:00,BROOKLYN,72,0,MULTI DWELL - APT BUILD,True,25-44,M,ASIAN / PACIFIC ISLANDER,45-64,M,ASIAN / PACIFIC ISLANDER,982752.625,172890.265625,40.64122853200007,-74.00539689799997,POINT (-74.00539689799996 40.64122853200007)
199742305,2019-07-13,00:43:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,65+,F,BLACK,999154.75,226675.703125,40.78884424900008,-73.94617644199997,POINT (-73.94617644199997 40.78884424900008)
195396612,2019-03-30,00:50:00,QUEENS,113,0,,False,,,,18-24,M,BLACK,1046315.0,187088.0,40.67998073800004,-73.77623390699993,POINT (-73.77623390699995 40.67998073800004)
200725653,2019-08-05,20:46:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,999530.0625,214433.4375,40.755241787000045,-73.94484892199995,POINT (-73.94484892199995 40.755241787000045)
193517125,2019-02-12,18:10:00,QUEENS,102,0,,True,25-44,M,BLACK,25-44,M,WHITE,1032234.0,192287.0,40.69433830500003,-73.82696399999996,POINT (-73.82696399999998 40.69433830500003)
194570530,2019-03-11,21:05:00,BROOKLYN,81,0,,False,,,,45-64,M,BLACK,1006104.0625,187791.8125,40.68210314700008,-73.92120694299997,POINT (-73.92120694299996 40.682103147000085)
198457971,2019-06-13,15:06:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,991351.625,192377.671875,40.69471440700005,-73.97439180099997,POINT (-73.97439180099997 40.69471440700005)
206311807,2019-12-10,21:36:00,BRONX,48,0,,False,,,,25-44,M,BLACK,1015119.0,247835.0,40.84687919500004,-73.88842801999994,POINT (-73.88842801999994 40.84687919500004)
197660693,2019-05-26,05:21:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,1000552.5,225906.625,40.78673086700008,-73.94113066399996,POINT (-73.94113066399996 40.786730867000074)
195699915,2019-04-07,05:15:00,QUEENS,110,0,,False,,,,<18,M,BLACK HISPANIC,1018766.5625,207198.625,40.73532988900007,-73.87545305199995,POINT (-73.87545305199995 40.73532988900007)
201573935,2019-08-25,17:00:00,QUEENS,110,0,,True,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER,1016382.0,206914.0,40.73455764800008,-73.88405877499997,POINT (-73.88405877499997 40.73455764800008)
192545749,2019-01-19,04:00:00,QUEENS,109,0,,False,,,,25-44,M,BLACK,1030091.625,220250.328125,40.77110200100003,-73.83449918799994,POINT (-73.83449918799994 40.77110200100003)
201291295,2019-08-17,22:19:00,BROOKLYN,83,0,,True,,,,25-44,M,BLACK,1009333.0,191223.0,40.69151240700006,-73.90955229099995,POINT (-73.90955229099995 40.69151240700006)
197691092,2019-05-27,20:50:00,BROOKLYN,79,0,,False,,,,18-24,M,BLACK,1000285.8125,186744.65625,40.67924139200005,-73.94218704299993,POINT (-73.94218704299993 40.67924139200005)
197660700,2019-05-26,18:44:00,BROOKLYN,67,0,,False,<18,M,BLACK,<18,M,BLACK,1006436.875,176072.65625,40.64993584600006,-73.92004555899997,POINT (-73.92004555899996 40.64993584600007)
203676926,2019-10-11,23:14:00,QUEENS,113,0,,False,,,,18-24,M,BLACK,1044553.0,188700.5625,40.68441902200004,-73.78257211799996,POINT (-73.78257211799996 40.68441902200004)
206821819,2019-12-20,21:36:00,BRONX,47,0,,False,,,,<18,M,BLACK,1020997.75,257117.96875,40.87233562100005,-73.86712890399998,POINT (-73.86712890399998 40.87233562100005)
203676932,2019-10-13,02:30:00,BROOKLYN,81,0,,False,,,,45-64,M,BLACK,1002882.875,192219.703125,40.69426405600007,-73.93280863699994,POINT (-73.93280863699994 40.694264056000065)
201664630,2019-08-27,01:00:00,QUEENS,113,0,,False,<18,M,UNKNOWN,<18,F,ASIAN / PACIFIC ISLANDER,1043251.625,187997.8125,40.68249890900006,-73.78727050899995,POINT (-73.78727050899994 40.68249890900006)
201291297,2019-08-18,03:52:00,BRONX,43,0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1021755.875,236492.046875,40.81572038000007,-73.86450303599997,POINT (-73.86450303599997 40.81572038000007)
206890929,2019-12-31,23:15:00,MANHATTAN,28,0,HOTEL/MOTEL,True,25-44,M,BLACK,25-44,M,BLACK,997155.125,230827.671875,40.80024342500008,-73.95338963899997,POINT (-73.95338963899997 40.800243425000076)
206196588,2019-12-06,23:00:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,False,,,,25-44,M,BLACK,1003811.5,183892.625,40.671406122000064,-73.92948405699997,POINT (-73.92948405699997 40.67140612200007)
191951588,2019-01-06,03:00:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,True,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1021282.5625,238581.296875,40.82145677500006,-73.86620145399996,POINT (-73.86620145399996 40.82145677500006)
202944932,2019-09-26,02:30:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,25-44,F,BLACK HISPANIC,25-44,M,BLACK,1005170.25,235308.171875,40.81252581900003,-73.92442598799995,POINT (-73.92442598799994 40.81252581900003)
191951587,2019-01-05,16:00:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,,,,18-24,M,BLACK,1002652.3125,215969.046875,40.759450695000055,-73.93357513699993,POINT (-73.93357513699993 40.759450695000055)
200465330,2019-07-30,21:44:00,MANHATTAN,23,0,,False,,,,<18,M,BLACK,999321.0,229329.0,40.79612655100004,-73.94557011499995,POINT (-73.94557011499995 40.79612655100004)
202855057,2019-09-24,22:51:00,BROOKLYN,71,0,,False,,,,45-64,F,BLACK,997631.0625,178915.828125,40.65775741600004,-73.95177382999998,POINT (-73.95177382999998 40.65775741600004)
199052835,2019-06-28,00:25:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,1009394.5,242827.84375,40.833154169000075,-73.90913750499993,POINT (-73.90913750499993 40.83315416900007)
197293452,2019-05-16,22:01:00,BRONX,47,0,,False,18-24,M,BLACK,18-24,M,WHITE,1020808.3125,262493.1875,40.88708970100004,-73.867784536,POINT (-73.86778453599999 40.887089701000036)
202457202,2019-09-15,18:55:00,MANHATTAN,32,0,,False,,,,25-44,M,BLACK,1001519.5,238402.34375,40.82102634300002,-73.93760654199998,POINT (-73.93760654199997 40.82102634300003)
201664629,2019-08-27,14:20:00,BRONX,44,0,,False,,,,25-44,M,BLACK,1008653.0,241755.125,40.83021194600008,-73.91182094199996,POINT (-73.91182094199996 40.83021194600008)
201436771,2019-08-21,01:30:00,BRONX,49,0,,False,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1021136.375,251008.6875,40.855566931000055,-73.866661288,POINT (-73.86666128799999 40.855566931000055)
193267668,2019-02-06,22:26:00,BROOKLYN,81,0,,False,,,,45-64,F,BLACK,1004227.625,186741.578125,40.67922492600008,-73.92797552099995,POINT (-73.92797552099995 40.679224926000074)
195699916,2019-04-07,09:53:00,BROOKLYN,67,0,,False,,,,25-44,M,BLACK,1004666.5,181265.296875,40.66419276200003,-73.92640981999993,POINT (-73.92640981999995 40.66419276200003)
192545746,2019-01-18,18:32:00,BRONX,40,0,,False,,,,45-64,M,BLACK HISPANIC,1006919.875,235434.0,40.81286686600004,-73.91810495899993,POINT (-73.91810495899995 40.812866866000036)
201875868,2019-09-02,20:25:00,BRONX,48,0,,False,25-44,M,BLACK,18-24,F,BLACK,1013873.3125,250614.015625,40.85451103100007,-73.89291817099996,POINT (-73.89291817099996 40.85451103100007)
192978312,2019-01-31,00:15:00,MANHATTAN,33,0,,False,,,,25-44,M,WHITE HISPANIC,1000037.9375,243153.453125,40.834069554000045,-73.94294826399994,POINT (-73.94294826399994 40.83406955400005)
205280615,2019-11-17,21:12:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,18-24,M,BLACK,1020891.125,236726.390625,40.81636721700005,-73.86762585699995,POINT (-73.86762585699995 40.81636721700005)
202804357,2019-09-23,11:45:00,MANHATTAN,23,2,MULTI DWELL - APT BUILD,False,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,998950.5,229227.046875,40.79584734100007,-73.94690845799995,POINT (-73.94690845799994 40.79584734100007)
204971623,2019-11-10,06:50:00,MANHATTAN,19,0,,False,,,,25-44,M,WHITE HISPANIC,996700.125,217647.5,40.764068003000034,-73.95505746899995,POINT (-73.95505746899994 40.764068003000034)
199844336,2019-07-16,21:30:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1000101.5,229680.1875,40.79708909900006,-73.94275038599993,POINT (-73.94275038599994 40.79708909900006)
201573944,2019-08-24,20:15:00,QUEENS,103,0,,False,,,,25-44,M,BLACK,1040325.0,191194.0,40.69129071300006,-73.79779584499995,POINT (-73.79779584499994 40.69129071300006)
192259537,2019-01-12,05:24:00,BROOKLYN,79,0,,False,,,,25-44,F,BLACK,1001290.9375,186474.25,40.67849731100006,-73.93856391999998,POINT (-73.93856391999998 40.67849731100006)
198255467,2019-06-08,22:44:00,STATEN ISLAND,120,0,,False,18-24,M,BLACK,25-44,M,BLACK,951610.375,171559.65625,40.63751627800008,-74.11760451999999,POINT (-74.11760451999999 40.637516278000085)
202457205,2019-09-15,05:44:00,BRONX,52,0,,False,18-24,M,BLACK,18-24,M,BLACK,1014472.125,254003.671875,40.86381258500006,-73.89073828399995,POINT (-73.89073828399995 40.86381258500006)
194626071,2019-03-12,23:34:00,BROOKLYN,77,0,,False,,,,18-24,M,BLACK,1002251.375,183677.140625,40.670817975000034,-73.93510873499997,POINT (-73.93510873499997 40.670817975000034)
201573936,2019-08-25,03:20:00,BRONX,52,0,,True,,,,45-64,M,WHITE HISPANIC,1017545.125,257529.671875,40.87347931800008,-73.87961084599993,POINT (-73.87961084599993 40.87347931800008)
205437641,2019-11-20,14:56:00,BROOKLYN,81,0,,False,,,,25-44,M,BLACK,1004925.3125,187027.484375,40.68000807100003,-73.92545925099995,POINT (-73.92545925099995 40.68000807100003)
201291292,2019-08-18,02:30:00,BROOKLYN,73,0,,False,25-44,M,BLACK,25-44,M,BLACK,1006375.8125,181512.015625,40.66486584400008,-73.92024776699996,POINT (-73.92024776699998 40.664865844000076)
204138620,2019-10-23,19:53:00,QUEENS,113,0,,True,18-24,M,BLACK,18-24,M,BLACK,1045280.0,185698.0,40.67617271100005,-73.77997803999993,POINT (-73.77997803999995 40.67617271100005)
200725655,2019-08-05,16:45:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,<18,M,BLACK,1009904.75,180751.46875,40.66276879000003,-73.90753042499993,POINT (-73.90753042499995 40.66276879000003)
193939357,2019-02-22,17:03:00,BROOKLYN,67,0,,True,18-24,M,BLACK,18-24,M,BLACK,1008498.1875,176354.34375,40.65070361300008,-73.91261610199997,POINT (-73.91261610199996 40.650703613000076)
203517392,2019-10-09,13:38:00,QUEENS,105,0,HOSPITAL,False,,,,25-44,M,BLACK,1065539.625,213942.28125,40.75353323300004,-73.70659811199994,POINT (-73.70659811199994 40.75353323300004)
198857666,2019-06-22,22:30:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,F,BLACK,1006852.0,239269.0,40.82339303400005,-73.91833724599996,POINT (-73.91833724599996 40.82339303400005)
200994112,2019-08-10,22:00:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,45-64,M,BLACK,25-44,M,WHITE HISPANIC,1001896.0625,221756.484375,40.775337251000046,-73.93628975799999,POINT (-73.93628975799999 40.77533725100005)
200365030,2019-07-28,00:35:00,BRONX,41,0,,False,,,,25-44,M,BLACK,1015655.8125,236156.234375,40.81482246100006,-73.88654242999996,POINT (-73.88654242999996 40.81482246100006)
203348700,2019-10-04,18:34:00,BRONX,44,1,,True,25-44,M,BLACK,18-24,M,BLACK,1007022.0,243322.0,40.834516921000045,-73.91770925599997,POINT (-73.91770925599997 40.834516921000045)
194525841,2019-03-09,15:40:00,QUEENS,109,0,,False,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1032664.9375,219163.359375,40.76810484000004,-73.82521659699995,POINT (-73.82521659699995 40.768104840000035)
196315235,2019-04-22,17:01:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,999484.0,214809.625,40.756274405000056,-73.94501432999994,POINT (-73.94501432999994 40.756274405000056)
201384969,2019-08-20,21:25:00,BROOKLYN,73,0,,True,25-44,M,BLACK,25-44,M,BLACK,1006119.9375,181462.625,40.66473091300002,-73.92117024099997,POINT (-73.92117024099997 40.66473091300003)
198858228,2019-06-22,02:36:00,BROOKLYN,94,2,MULTI DWELL - PUBLIC HOUS,True,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1001063.75,200638.515625,40.71737535300008,-73.93934763899993,POINT (-73.93934763899995 40.71737535300008)
196095817,2019-04-16,20:20:00,QUEENS,106,0,,False,25-44,M,BLACK,25-44,M,BLACK,1038488.0,183613.0,40.67049408600008,-73.80448103199996,POINT (-73.80448103199996 40.670494086000076)
197691090,2019-05-27,18:00:00,BROOKLYN,67,0,,False,<18,M,BLACK,18-24,M,BLACK,998235.125,173191.25,40.64204375800006,-73.94960855599999,POINT (-73.94960855599999 40.64204375800006)
200408149,2019-07-29,22:37:00,BRONX,42,0,,False,,,,25-44,F,WHITE HISPANIC,1015667.375,243850.453125,40.835940848000064,-73.88646463099997,POINT (-73.88646463099997 40.835940848000064)
197953467,2019-06-01,22:12:00,BRONX,41,0,,False,18-24,M,BLACK,<18,M,BLACK,1015286.75,235983.609375,40.814349959000026,-73.88787652999997,POINT (-73.88787652999997 40.814349959000026)
197662445,2019-05-26,21:22:00,BROOKLYN,71,0,,False,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1002498.0,181698.0,40.66538517000004,-73.93422504099993,POINT (-73.93422504099993 40.665385170000036)
195102368,2019-03-22,22:25:00,BRONX,48,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK HISPANIC,1013666.6875,246291.234375,40.84264697100008,-73.89368404899993,POINT (-73.89368404899994 40.84264697100008)
205437642,2019-11-20,23:11:00,BRONX,44,0,COMMERCIAL BLDG,True,,,,18-24,M,BLACK,1007188.1875,243232.9375,40.83427204000003,-73.91710900199996,POINT (-73.91710900199996 40.83427204000003)
198948496,2019-06-25,22:24:00,BROOKLYN,81,0,PVT HOUSE,False,,,,18-24,M,BLACK,1006937.5625,187372.3125,40.68094961800006,-73.91820318499998,POINT (-73.91820318499998 40.68094961800006)
206832369,2019-12-23,20:51:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,False,,,,<18,M,BLACK,984687.875,150503.21875,40.57978079600008,-73.99842510499997,POINT (-73.99842510499997 40.57978079600008)
197692916,2019-05-27,23:32:00,BRONX,42,0,,True,<18,M,BLACK,18-24,M,BLACK,1013407.4375,243571.09375,40.83518183800004,-73.89463285199997,POINT (-73.89463285199997 40.83518183800004)
195743585,2019-04-08,19:40:00,BROOKLYN,77,0,,False,,,,18-24,M,BLACK,1002317.6875,184651.5625,40.67349240900006,-73.93486707499994,POINT (-73.93486707499994 40.67349240900006)
198858231,2019-06-23,16:00:00,BRONX,44,0,,False,,,,25-44,M,BLACK,1008053.0,241673.0,40.82998817300006,-73.91398933899995,POINT (-73.91398933899995 40.82998817300006)
192834299,2019-01-25,01:55:00,QUEENS,106,0,,False,25-44,M,BLACK,45-64,F,ASIAN / PACIFIC ISLANDER,1033345.5625,183414.0625,40.66997805800003,-73.82302019699993,POINT (-73.82302019699995 40.66997805800003)
202325345,2019-09-12,05:52:00,MANHATTAN,32,0,,True,25-44,M,BLACK,25-44,M,BLACK,1000186.25,239141.390625,40.82305732300006,-73.94242183399997,POINT (-73.94242183399996 40.82305732300006)
204458421,2019-11-03,00:26:00,BROOKLYN,88,0,,False,18-24,M,BLACK,18-24,M,BLACK,994729.0,192071.0,40.693869310000025,-73.96221290099999,POINT (-73.96221290099999 40.693869310000025)
205771022,2019-11-28,08:52:00,BROOKLYN,75,0,,False,<18,M,BLACK,25-44,M,BLACK,1016654.9375,182655.78125,40.66797357100006,-73.88319064899997,POINT (-73.88319064899997 40.66797357100006)
204971625,2019-11-10,14:03:00,BROOKLYN,63,0,MULTI DWELL - APT BUILD,True,25-44,M,BLACK,25-44,M,BLACK,1004513.8125,165223.578125,40.62016204700007,-73.92700836299997,POINT (-73.92700836299997 40.620162047000065)
194817575,2019-03-16,09:24:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,True,,,,45-64,M,BLACK,998159.875,193775.8125,40.69854389700004,-73.94983723199994,POINT (-73.94983723199994 40.698543897000036)
197654798,2019-05-24,20:29:00,BROOKLYN,67,0,,False,,,,<18,M,BLACK,1004363.0,176942.0,40.65232695800006,-73.92751668299996,POINT (-73.92751668299996 40.65232695800006)
205748546,2019-11-27,15:54:00,BRONX,40,0,,False,<18,M,BLACK,18-24,F,BLACK,1006789.0,237559.0,40.81869973000005,-73.91857061799993,POINT (-73.91857061799993 40.81869973000005)
201875867,2019-09-02,21:05:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,False,,,,25-44,M,BLACK,998367.625,189350.171875,40.68639620700003,-73.94909728199997,POINT (-73.94909728199997 40.68639620700004)
201291298,2019-08-19,01:26:00,BRONX,42,0,,False,,,,18-24,M,WHITE HISPANIC,1013401.3125,241248.984375,40.82880834000008,-73.89466507699996,POINT (-73.89466507699996 40.82880834000008)
204971624,2019-11-10,02:48:00,MANHATTAN,34,0,,False,25-44,M,BLACK,25-44,M,BLACK,1004257.625,254744.59375,40.865875251000034,-73.92766491199995,POINT (-73.92766491199995 40.865875251000034)
200725654,2019-08-05,01:52:00,BROOKLYN,77,0,,False,,,,25-44,F,BLACK,1004964.0,183810.0,40.67117671300008,-73.92532965699996,POINT (-73.92532965699996 40.67117671300008)
194859637,2019-03-18,20:08:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,False,<18,M,BLACK,18-24,M,BLACK,1000654.6875,228899.296875,40.794944757000046,-73.94075433899997,POINT (-73.94075433899997 40.79494475700005)
199467222,2019-07-08,23:32:00,BRONX,48,0,,False,,,,25-44,M,WHITE HISPANIC,1016293.3125,250009.078125,40.85284220800003,-73.88417317899997,POINT (-73.88417317899996 40.85284220800003)
198858230,2019-06-23,12:02:00,BROOKLYN,61,0,,False,18-24,M,BLACK,25-44,M,WHITE HISPANIC,995122.0,155693.0,40.59401905900006,-73.96085431599995,POINT (-73.96085431599994 40.59401905900006)
200209682,2019-07-24,17:00:00,QUEENS,109,0,,False,25-44,M,WHITE,25-44,M,WHITE,1034254.5625,227686.6875,40.79149022800004,-73.81941440699995,POINT (-73.81941440699995 40.79149022800004)
197525242,2019-05-22,21:32:00,BRONX,42,0,,False,,,,18-24,M,BLACK,1012059.0625,244778.765625,40.83850089600002,-73.89950057199997,POINT (-73.89950057199997 40.83850089600003)
197106407,2019-05-11,01:34:00,BRONX,47,0,SOCIAL CLUB/POLICY LOCATI,True,25-44,M,BLACK,25-44,M,BLACK,1024693.3125,261680.890625,40.88484325400003,-73.85373896099996,POINT (-73.85373896099998 40.88484325400003)
195013387,2019-03-21,18:20:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,False,<18,M,WHITE HISPANIC,<18,M,BLACK,1005385.8125,235950.296875,40.81428776000007,-73.92364523699996,POINT (-73.92364523699996 40.81428776000007)
196820303,2019-05-03,14:24:00,MANHATTAN,28,0,,False,25-44,M,BLACK HISPANIC,25-44,M,BLACK,997399.0,230992.0,40.80069410200008,-73.95250846999994,POINT (-73.95250846999994 40.80069410200008)
198255469,2019-06-09,20:01:00,BRONX,52,0,,False,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1010326.6875,253957.96875,40.86370036300008,-73.90572560199996,POINT (-73.90572560199996 40.86370036300008)
204054325,2019-04-21,05:25:00,BRONX,52,0,,True,25-44,M,BLACK,18-24,M,BLACK,1015813.625,259929.109375,40.88007139000007,-73.88586040199993,POINT (-73.88586040199993 40.88007139000007)
198405080,2019-06-12,19:27:00,STATEN ISLAND,121,0,,False,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,937941.875,170983.25,40.63587325100008,-74.16684911799997,POINT (-74.16684911799996 40.63587325100008)
197655792,2019-05-24,16:11:00,BROOKLYN,70,0,,False,<18,M,UNKNOWN,18-24,M,BLACK,995677.8125,176382.84375,40.650807662000034,-73.95881796399993,POINT (-73.95881796399993 40.650807662000034)
192974876,2019-01-30,22:54:00,MANHATTAN,34,0,,False,,,,18-24,M,BLACK HISPANIC,1003851.0,250093.0,40.85310893600007,-73.92914864499994,POINT (-73.92914864499994 40.85310893600007)
196095818,2019-04-16,19:45:00,QUEENS,105,0,,False,,,,25-44,M,BLACK,1057395.0,201036.0,40.71817995600002,-73.73613510799998,POINT (-73.73613510799998 40.71817995600003)
198858231,2019-06-23,16:00:00,BRONX,44,0,,False,,,,<18,M,BLACK,1008053.0,241673.0,40.82998817300006,-73.91398933899995,POINT (-73.91398933899995 40.82998817300006)
201858653,2019-09-02,02:57:00,BROOKLYN,70,0,,True,,,,45-64,M,WHITE HISPANIC,996636.5,172210.5,40.63935418800003,-73.95537071199993,POINT (-73.95537071199993 40.63935418800003)
200263247,2019-07-25,02:17:00,QUEENS,113,0,,False,25-44,M,UNKNOWN,25-44,M,ASIAN / PACIFIC ISLANDER,1052412.375,191418.515625,40.69182211700007,-73.75420688999996,POINT (-73.75420688999998 40.69182211700007)
195102366,2019-03-22,15:01:00,BRONX,42,0,,False,25-44,M,BLACK,25-44,M,BLACK,1011259.625,240721.640625,40.827367741000046,-73.90240604099995,POINT (-73.90240604099995 40.827367741000046)
203041428,2019-09-26,19:00:00,BROOKLYN,84,0,,False,18-24,M,BLACK,25-44,M,WHITE,988225.5,192253.390625,40.694375240000056,-73.98566520199995,POINT (-73.98566520199995 40.694375240000056)
193939359,2019-02-24,23:20:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,False,18-24,M,BLACK,25-44,M,BLACK,1008653.0,241755.125,40.83021194600008,-73.91182094199996,POINT (-73.91182094199996 40.83021194600008)
199403137,2019-07-06,00:03:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,False,,,,<18,M,BLACK,997786.5,177027.484375,40.65257408800005,-73.95121739599993,POINT (-73.95121739599995 40.65257408800005)
197953465,2019-06-01,22:20:00,BROOKLYN,71,0,,False,,,,18-24,M,BLACK,1003286.0,181971.0,40.66613283600003,-73.93138385999998,POINT (-73.93138385999998 40.66613283600003)
206311359,2019-12-10,20:35:00,STATEN ISLAND,120,0,,True,,,,25-44,M,WHITE HISPANIC,961471.8125,164726.71875,40.61879215900007,-74.08204996599994,POINT (-74.08204996599994 40.618792159000066)
197662446,2019-05-26,20:08:00,BROOKLYN,75,0,,False,<18,M,BLACK,25-44,M,BLACK,1015379.125,182115.21875,40.66649442600004,-73.88779208899997,POINT (-73.88779208899996 40.66649442600004)
203348706,2019-10-05,00:34:00,BRONX,49,0,,False,,,,25-44,M,BLACK,1026423.9375,251704.75,40.85745373800006,-73.84754299099995,POINT (-73.84754299099995 40.85745373800007)
202504685,2019-09-17,00:44:00,QUEENS,108,0,,False,18-24,U,UNKNOWN,18-24,M,WHITE HISPANIC,1010564.5625,210807.609375,40.74526385400002,-73.90503472699999,POINT (-73.90503472699999 40.74526385400003)
201851566,2019-08-30,22:49:00,QUEENS,104,0,,True,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1010732.875,198666.390625,40.71193868400008,-73.90447508499993,POINT (-73.90447508499994 40.711938684000074)
202804359,2019-09-23,02:10:00,MANHATTAN,30,0,,False,,,,18-24,M,WHITE HISPANIC,996721.6875,238202.9375,40.82048710500004,-73.95494146299995,POINT (-73.95494146299995 40.82048710500004)
200994113,2019-08-10,16:50:00,BRONX,40,0,,False,25-44,M,BLACK,25-44,M,BLACK,1006074.75,236931.96875,40.816980499000074,-73.92115315899997,POINT (-73.92115315899997 40.81698049900007)
198171739,2019-06-07,00:15:00,BRONX,49,2,MULTI DWELL - PUBLIC HOUS,True,25-44,M,BLACK,25-44,M,BLACK,1025619.4375,256058.78125,40.869408029000056,-73.85042437099997,POINT (-73.85042437099997 40.869408029000056)
194817577,2019-03-17,03:38:00,BROOKLYN,75,0,,False,18-24,M,UNKNOWN,25-44,M,BLACK,1017018.9375,185082.859375,40.67463401200007,-73.88186673299998,POINT (-73.88186673299998 40.67463401200007)
199742307,2019-07-13,21:43:00,BRONX,46,0,,False,18-24,M,BLACK,25-44,M,BLACK,1011710.5625,248986.34375,40.85005054900006,-73.90074280699997,POINT (-73.90074280699997 40.85005054900006)
200331333,2019-07-27,22:53:00,BROOKLYN,73,0,,True,18-24,M,BLACK,45-64,M,BLACK,1011786.0,178738.0,40.65723661300007,-73.90075779799997,POINT (-73.90075779799997 40.657236613000066)
194324355,2019-03-05,22:30:00,QUEENS,105,0,,True,18-24,M,BLACK,25-44,M,BLACK,1049440.0,181649.0,40.66502949200003,-73.76501976899993,POINT (-73.76501976899993 40.66502949200003)
192699974,2019-01-24,00:42:00,BRONX,47,0,,False,25-44,M,BLACK,25-44,M,BLACK,1021895.0,259481.0,40.87881762600006,-73.86387135299998,POINT (-73.86387135299998 40.878817626000064)
198705943,2019-06-19,10:40:00,MANHATTAN,5,2,MULTI DWELL - PUBLIC HOUS,False,25-44,M,BLACK,25-44,M,BLACK,984074.9375,198250.6875,40.71083730700008,-74.00063290399999,POINT (-74.00063290399999 40.71083730700008)
199900181,2019-07-17,07:33:00,MANHATTAN,25,0,,False,18-24,M,BLACK,18-24,M,BLACK,1001755.9375,233152.75,40.80661720900008,-73.93676598199994,POINT (-73.93676598199994 40.80661720900008)
199582060,2019-07-10,02:56:00,BROOKLYN,69,0,,True,25-44,M,BLACK,25-44,M,BLACK,1012579.3125,175844.984375,40.64929341800007,-73.89791074199997,POINT (-73.89791074199997 40.64929341800007)
